5th Edition,U,Castle,0.06
5th Edition,C,Cat Warriors,0.06
5th Edition,U,Cave People,0.06
5th Edition,C,Chub Toad,0.05
5th Edition,U,Circle of Protection: Artifacts,0.05
5th Edition,C,Circle of Protection: Black,0.05
5th Edition,C,Circle of Protection: Blue,0.05
5th Edition,C,Circle of Protection: Green,0.06
5th Edition,C,Circle of Protection: Red,0.06
5th Edition,C,Circle of Protection: White,0.05
5th Edition,C,Clay Statue,0.06
5th Edition,U,Conquer,0.06
5th Edition,C,Counterspell,0.25
5th Edition,U,Craw Giant,0.05
5th Edition,C,Craw Wurm,0.06
5th Edition,U,Crumble,0.06
5th Edition,U,Crystal Rod,0.06
5th Edition,U,Cursed Land,0.06
5th Edition,C,D'Avenant Archer,0.06
5th Edition,C,Dandan,0.06
5th Edition,C,Dark Maze,0.05
5th Edition,C,Dark Ritual,0.3
5th Edition,C,Death Speakers,0.05
5th Edition,C,Death Ward,0.05
5th Edition,U,Deathgrip,0.06
5th Edition,U,Desert Twister,0.05
5th Edition,U,Detonate,0.05
5th Edition,U,Diabolic Machine,0.06
5th Edition,C,Disenchant,0.06
5th Edition,C,Disintegrate,0.06
5th Edition,C,Divine Offering,0.06
5th Edition,U,Divine Transformation,0.05
5th Edition,C,Drain Life,0.1
5th Edition,C,Drudge Skeletons,0.06
5th Edition,C,Durkwood Boars,0.05
5th Edition,U,Dust to Dust,0.11
5th Edition,U,Dwarven Catapult,0.06
5th Edition,U,Dwarven Ruins,0.06
5th Edition,C,Dwarven Soldier,0.05
5th Edition,C,Dwarven Warriors,0.05
5th Edition,U,Ebon Stronghold,0.11
5th Edition,U,Elven Riders,0.06
5th Edition,U,Energy Flux,0.05
5th Edition,C,Enervate,0.06
5th Edition,C,Erg Raiders,0.05
5th Edition,C,Errantry,0.05
5th Edition,C,Eternal Warrior,0.06
5th Edition,U,Evil Eye of Orms-by-Gore,0.05
5th Edition,U,Evil Presence,0.05
5th Edition,U,Fallen Angel,0.05
5th Edition,C,Fear,0.06
5th Edition,U,Feedback,0.05
5th Edition,U,Feldon's Cane,0.08
5th Edition,U,Fellwar Stone,0.05
5th Edition,U,Fire Drake,0.06
5th Edition,C,Fireball,0.05
5th Edition,C,Firebreathing,0.05
5th Edition,U,Flame Spirit,0.06
5th Edition,C,Flare,0.06
5th Edition,U,Flashfires,0.05
5th Edition,C,Flight,0.06
5th Edition,C,Flood,0.06
5th Edition,U,Fountain of Youth,0.06
5th Edition,C,Foxfire,0.05
5th Edition,C,Frozen Shade,0.05
5th Edition,C,Funeral March,0.06
5th Edition,U,Fyndhorn Elder,0.05
5th Edition,C,Gaseous Form,0.05
5th Edition,C,Ghazban Ogre,0.05
5th Edition,C,Giant Growth,0.05
5th Edition,C,Giant Spider,0.06
5th Edition,C,Giant Strength,0.06
5th Edition,U,Glacial Wall,0.06
5th Edition,U,Glasses of Urza,0.05
5th Edition,U,Gloom,0.09
5th Edition,C,Goblin Digging Team,0.05
5th Edition,C,Goblin War Drums,0.06
5th Edition,C,Grapeshot Catapult,0.05
5th Edition,U,Greater Realm of Preservation,0.06
5th Edition,U,Greater Werewolf,0.06
5th Edition,C,Grizzly Bears,0.06
5th Edition,U,Havenwood Battleground,0.06
5th Edition,C,Heal,0.06
5th Edition,C,Healing Salve,0.05
5th Edition,C,Hill Giant,0.05
5th Edition,C,Hipparion,0.05
5th Edition,C,Holy Strength,0.05
5th Edition,C,Homarid Warrior,0.05
5th Edition,C,Howl from Beyond,0.06
5th Edition,C,Hungry Mist,0.06
5th Edition,C,Hurloon Minotaur,0.05
5th Edition,U,Hurricane,0.05
5th Edition,U,Hydroblast,0.65
5th Edition,U,Icatian Phalanx,0.05
5th Edition,C,Icatian Scout,0.06
5th Edition,U,Ice Floe,0.05
5th Edition,C,Imposing Visage,0.05
5th Edition,C,Incinerate,0.06
5th Edition,C,Initiates of the Ebon Hand,0.05
5th Edition,U,Instill Energy,0.16
5th Edition,U,Iron Star,0.06
5th Edition,C,Ironclaw Orcs,0.05
5th Edition,C,Ironroot Treefolk,0.06
5th Edition,U,Ivory Cup,0.06
5th Edition,U,Ivory Guardians,0.05
5th Edition,U,Johtull Wurm,0.05
5th Edition,U,Joven's Tools,0.06
5th Edition,U,Justice,0.05
5th Edition,U,Karma,0.05
5th Edition,U,Keldon Warlord,0.05
5th Edition,U,Killer Bees,0.06
5th Edition,U,Kismet,0.06
5th Edition,C,Kjeldoran Dead,0.05
5th Edition,U,Kjeldoran Skycaptain,0.06
5th Edition,U,Knight of Stromgald,0.06
5th Edition,C,Krovikan Fetish,0.05
5th Edition,C,Krovikan Sorcerer,0.06
5th Edition,C,Labyrinth Minotaur,0.05
5th Edition,U,Leshrac's Rite,0.06
5th Edition,C,Ley Druid,0.06
5th Edition,U,Library of Leng,0.2
5th Edition,U,Lifeforce,0.07
5th Edition,U,Lifetap,0.06
5th Edition,C,Llanowar Elves,0.06
5th Edition,C,Lost Soul,0.06
5th Edition,U,Lure,0.05
5th Edition,C,Marsh Viper,0.06
5th Edition,C,Memory Lapse,0.06
5th Edition,C,Merfolk of the Pearl Trident,0.06
5th Edition,C,Mesa Falcon,0.05
5th Edition,C,Mesa Pegasus,0.05
5th Edition,U,Mind Bomb,0.06
5th Edition,C,Mind Ravel,0.06
5th Edition,U,Mind Warp,0.06
5th Edition,C,Mindstab Thrull,0.06
5th Edition,U,Mole Worms,0.06
5th Edition,C,Mons's Goblin Raiders,0.06
5th Edition,C,Mountain Goat,0.02
5th Edition,C,Murk Dwellers,0.05
5th Edition,C,Nature's Lore,0.3
5th Edition,C,Necrite,0.06
5th Edition,U,Orcish Artillery,0.06
5th Edition,U,Orcish Captain,0.06
5th Edition,C,Orcish Conscripts,0.05
5th Edition,C,Orcish Farmer,0.06
5th Edition,U,Orcish Oriflamme,0.06
5th Edition,U,Order of the White Shield,0.06
5th Edition,U,Ornithopter,0.05
5th Edition,C,Panic,0.05
5th Edition,C,Paralyze,0.05
5th Edition,C,Pearled Unicorn,0.06
5th Edition,C,Pestilence,0.06
5th Edition,U,Phantasmal Forces,0.05
5th Edition,C,Phantasmal Terrain,0.06
5th Edition,U,Phantom Monster,0.06
5th Edition,C,Pikemen,0.05
5th Edition,C,Pit Scorpion,0.05
5th Edition,C,Plague Rats,0.05
5th Edition,C,Plains (2),0.02
5th Edition,C,Portent,0.06
5th Edition,U,Power Sink,0.06
5th Edition,C,Pradesh Gypsies,0.06
5th Edition,U,Primordial Ooze,0.06
5th Edition,C,Prismatic Ward,0.06
5th Edition,C,Prodigal Sorcerer,0.05
5th Edition,C,Psychic Venom,0.06
5th Edition,U,Pyroblast,0.5
5th Edition,U,Pyrotechnics,0.06
5th Edition,U,Rabid Wombat,0.06
5th Edition,U,Radjan Spirit,0.05
5th Edition,C,Raise Dead,0.05
5th Edition,C,Ray of Command,0.06
5th Edition,C,Reef Pirates,0.06
5th Edition,C,Regeneration,0.06
5th Edition,C,Remove Soul,0.05
5th Edition,C,Repentant Blacksmith,0.05
5th Edition,U,Rod of Ruin,0.05
5th Edition,U,Ruins of Trokair,0.06
5th Edition,C,Samite Healer,0.05
5th Edition,C,Scaled Wurm,0.06
5th Edition,C,Scathe Zombies,0.05
5th Edition,C,Scavenger Folk,0.05
5th Edition,C,Scryb Sprites,0.06
5th Edition,C,Sea Serpent,0.05
5th Edition,U,Sea Spirit,0.06
5th Edition,U,Sea Sprite,0.06
5th Edition,U,Seasinger,0.06
5th Edition,U,Segovian Leviathan,0.06
5th Edition,U,Serra Bestiary,0.05
5th Edition,U,Serra Paladin,0.06
5th Edition,C,Shanodin Dryads,0.06
5th Edition,U,Shapeshifter,0.06
5th Edition,C,Shatter,0.05
5th Edition,U,Shatterstorm,0.28
5th Edition,C,Shield Bearer,0.05
5th Edition,C,Shield Wall,0.05
5th Edition,C,Shrink,0.05
5th Edition,U,Skull Catapult,0.05
5th Edition,C,Soul Barrier,0.06
5th Edition,U,Soul Net,0.06
5th Edition,C,Spell Blast,0.05
5th Edition,U,Spirit Link,0.06
5th Edition,U,Steal Artifact,0.06
5th Edition,U,Stone Giant,0.06
5th Edition,C,Stone Rain,0.06
5th Edition,U,Stone Spirit,0.06
5th Edition,C,Stream of Life,0.05
5th Edition,U,Svyelunite Temple,0.06
5th Edition,C,Tarpan,0.06
5th Edition,U,Tawnos's Weaponry,0.05
5th Edition,C,Terror,0.05
5th Edition,C,The Brute,0.05
5th Edition,U,Thicket Basilisk,0.05
5th Edition,U,Throne of Bone,0.05
5th Edition,U,Thrull Retainer,0.06
5th Edition,C,Torture,0.06
5th Edition,C,Touch of Death,0.05
5th Edition,C,Tranquility,0.05
5th Edition,U,Tsunami,0.06
5th Edition,C,Tundra Wolves,0.05
5th Edition,C,Twiddle,0.05
5th Edition,C,Unholy Strength,0.06
5th Edition,C,Unstable Mutation,0.05
5th Edition,C,Unsummon,0.05
5th Edition,U,Untamed Wilds,0.06
5th Edition,C,Updraft,0.05
5th Edition,U,Urza's Bauble,0.09
5th Edition,C,Urza's Mine,1.0
5th Edition,C,Urza's Power Plant,0.75
5th Edition,C,Urza's Tower,1.0
5th Edition,C,Vampire Bats,0.05
5th Edition,C,Venom,0.06
5th Edition,C,Vodalian Soldiers,0.05
5th Edition,U,Wall of Air,0.05
5th Edition,U,Wall of Bone,0.06
5th Edition,U,Wall of Brambles,0.06
5th Edition,U,Wall of Fire,0.06
5th Edition,C,Wall of Spears,0.05
5th Edition,U,Wall of Stone,0.05
5th Edition,U,Wall of Swords,0.06
5th Edition,U,Wanderlust,0.06
5th Edition,C,War Mammoth,0.05
5th Edition,C,Weakness,0.05
5th Edition,U,Whirling Dervish,0.05
5th Edition,U,White Knight,0.06
5th Edition,C,Wild Growth,0.06
5th Edition,U,Wind Spirit,0.06
5th Edition,U,Winter Blast,0.05
5th Edition,U,Wolverine Pack,0.05
5th Edition,U,Wooden Sphere,0.06
5th Edition,U,Word of Blasting,0.05
5th Edition,C,Zephyr Falcon,0.05
6th Edition,U,AEther Flash,0.02
6th Edition,U,Ashnod's Altar,1.75
6th Edition,U,Blight,0.02
6th Edition,U,Boil,0.08
6th Edition,U,Charcoal Diamond,0.24
6th Edition,C,Counterspell,0.6
6th Edition,U,Crystal Vein,0.02
6th Edition,U,Dread of Night,0.4
6th Edition,U,Enlightened Tutor,8.0
6th Edition,U,Fire Diamond,0.24
6th Edition,U,Fyndhorn Elder,0.05
6th Edition,U,Insight,0.06
6th Edition,U,Kismet,0.1
6th Edition,U,Light of Day,0.02
6th Edition,U,Longbow Archer,0.06
6th Edition,U,Marble Diamond,0.05
6th Edition,U,Mystic Compass,0.06
6th Edition,U,Mystical Tutor,4.5
6th Edition,U,Ornithopter,0.08
6th Edition,U,Perish,0.07
6th Edition,U,Pillage,0.02
6th Edition,U,Prosperity,0.24
6th Edition,C,Raging Goblin,0.06
6th Edition,U,Relearn,0.05
6th Edition,U,Serra's Blessing,0.08
6th Edition,C,Shock,0.06
6th Edition,U,Sky Diamond,0.16
6th Edition,U,Spirit Link,0.02
6th Edition,C,Stream of Life,0.02
6th Edition,U,Stupor,0.16
6th Edition,U,Summer Bloom,0.5
6th Edition,U,Worldly Tutor,7.0
7th Edition,U,AEther Flash,0.02
7th Edition,U,Arcane Laboratory,0.2
7th Edition,U,Blanchwood Armor,0.06
7th Edition,U,Boil,0.1
7th Edition,U,Breath of Life,0.06
7th Edition,U,Caltrops,0.05
7th Edition,U,Charcoal Diamond,0.06
7th Edition,C,Counterspell,0.33
7th Edition,U,Crypt Rats,0.19
7th Edition,C,Duress,0.1
7th Edition,U,Engineered Plague,0.05
7th Edition,U,Fire Diamond,0.2
7th Edition,U,Goblin War Drums,0.02
7th Edition,U,Hibernation,0.06
7th Edition,U,Knighthood,0.02
7th Edition,U,Mana Breach,0.08
7th Edition,U,Megrim,0.02
7th Edition,U,Merfolk Looter,0.06
7th Edition,U,Necrologia,0.06
7th Edition,C,Pacifism,0.06
7th Edition,U,Pillage,0.05
7th Edition,U,Pyroclasm,0.06
7th Edition,C,Raging Goblin,0.12
7th Edition,C,Seeker of Skybreak,0.02
7th Edition,C,Shock,0.05
7th Edition,U,Sisay's Ring,0.02
7th Edition,U,Sky Diamond,0.16
7th Edition,C,Sleight of Hand,2.5
7th Edition,U,Spellbook,0.25
7th Edition,U,Spirit Link,0.02
7th Edition,C,Storm Crow,0.06
7th Edition,U,Strands of Night,0.06
7th Edition,U,Telepathy,0.01
7th Edition,U,Treefolk Seedlings,0.06
7th Edition,C,Wild Growth,0.02
7th Edition,C,Wood Elves,0.05
8th Edition,U,Ambition's Cost,0.07
8th Edition,U,Angel of Mercy,0.05
8th Edition,U,Blanchwood Armor,0.02
8th Edition,U,Blaze,0.02
8th Edition,U,Boil,0.15
8th Edition,U,Chastise,0.02
8th Edition,U,Choke,0.8
8th Edition,U,Circle of Protection: Blue,0.05
8th Edition,U,Circle of Protection: Green,0.05
8th Edition,U,Confiscate,0.05
8th Edition,U,Curiosity,0.08
8th Edition,U,Diabolic Tutor,0.19
8th Edition,C,Elvish Pioneer,0.05
8th Edition,U,Elvish Scrapper,0.01
8th Edition,U,Fecundity,0.1
8th Edition,U,Flashfires,0.02
8th Edition,U,Fyndhorn Elder,0.1
8th Edition,U,Hibernation,0.05
8th Edition,C,Holy Day,0.06
8th Edition,U,Karma,0.05
8th Edition,C,Mana Leak,0.06
8th Edition,U,Megrim,0.05
8th Edition,U,Merchant Scroll,2.2
8th Edition,U,Mind Slash,0.15
8th Edition,U,Nekrataal,0.06
8th Edition,U,Peach Garden Oath,0.1
8th Edition,U,Puppeteer,0.06
8th Edition,U,Pyroclasm,0.05
8th Edition,C,Raging Goblin,0.06
8th Edition,C,Rampant Growth,0.06
8th Edition,C,Ravenous Rats,0.06
8th Edition,U,Rewind,0.1
8th Edition,U,Salt Marsh,0.05
8th Edition,U,Sanctimony,0.02
8th Edition,U,Shivan Oasis,0.06
8th Edition,U,Spellbook,0.25
8th Edition,U,Spirit Link,0.1
8th Edition,U,Spitting Spider,0.01
8th Edition,U,Spreading Algae,0.05
8th Edition,U,Star Compass,0.15
8th Edition,U,Steal Artifact,0.05
8th Edition,C,Storm Crow,0.06
8th Edition,U,Stream of Life,0.01
8th Edition,U,Swarm of Rats,0.26
8th Edition,U,Telepathy,0.05
8th Edition,C,Twiddle,0.05
8th Edition,U,Urza's Mine,1.5
8th Edition,U,Urza's Power Plant,2.25
8th Edition,U,Urza's Tower,2.0
8th Edition,U,Viashino Sandstalker,0.01
8th Edition,C,Vine Trellis,0.02
8th Edition,U,Wall of Spears,0.01
8th Edition,U,Wall of Stone,0.02
8th Edition,U,Zombify,0.21
9th Edition,U,Anarchist,0.06
9th Edition,U,Angel's Feather,0.06
9th Edition,U,Annex,0.05
9th Edition,U,Blackmail,1.0
9th Edition,U,Blanchwood Armor,0.1
9th Edition,U,Boiling Seas,0.08
9th Edition,U,Chastise,0.05
9th Edition,U,Circle of Protection: Black,0.05
9th Edition,U,Circle of Protection: Red,0.1
9th Edition,U,Confiscate,0.05
9th Edition,U,Cruel Edict,0.05
9th Edition,U,Diabolic Tutor,0.09
9th Edition,U,Dragon's Claw,0.06
9th Edition,U,Exhaustion,0.19
9th Edition,U,Fellwar Stone,0.33
9th Edition,C,Festering Goblin,0.06
9th Edition,C,Fishliver Oil,0.02
9th Edition,U,Flame Wave,0.02
9th Edition,U,Flashfires,0.02
9th Edition,U,Gift of Estates,0.9
9th Edition,C,Holy Day,0.06
9th Edition,U,Icy Manipulator,0.07
9th Edition,U,Kami of Old Stone,0.06
9th Edition,U,King Cheetah,0.06
9th Edition,U,Kird Ape,0.1
9th Edition,U,Leonin Skyhunter,0.08
9th Edition,C,Llanowar Elves,0.06
9th Edition,C,Mana Leak,0.06
9th Edition,U,Megrim,0.02
9th Edition,C,Naturalize,0.06
9th Edition,C,Overgrowth,0.05
9th Edition,U,Pyroclasm,0.06
9th Edition,C,Raging Goblin,0.11
9th Edition,C,Razortooth Rats,0.06
9th Edition,U,Rewind,0.06
9th Edition,U,River Bear,0.02
9th Edition,C,Sea's Claim,0.1
9th Edition,C,Seething Song,0.25
9th Edition,U,Serra's Blessing,0.2
9th Edition,C,Sleight of Hand,2.5
9th Edition,U,Soul Warden,0.3
9th Edition,U,Spellbook,0.15
9th Edition,U,Spirit Link,0.25
9th Edition,U,Stream of Life,0.01
9th Edition,U,Summer Bloom,0.52
9th Edition,U,Swarm of Rats,0.6
9th Edition,U,Tidings,0.09
9th Edition,U,Urza's Mine,2.5
9th Edition,U,Urza's Power Plant,1.8
9th Edition,U,Urza's Tower,2.0
9th Edition,U,Web,0.01
9th Edition,U,Zombify,0.1
Aether Revolt,U,Ajani's Comrade,0.1
Aether Revolt,U,Fatal Push,5.3
Aether Revolt,U,Felidar Guardian,0.05
Aether Revolt,U,Gifted Aetherborn,1.75
Aether Revolt,U,Hidden Stockpile,0.1
Aether Revolt,C,Inspiring Roar,0.02
Aether Revolt,U,Invigorated Rampage,0.1
Aether Revolt,U,Narnam Renegade,0.05
Aether Revolt,C,Negate,0.05
Aether Revolt,U,Ornithopter,0.05
Aether Revolt,C,Pendulum of Patterns,0.01
Aether Revolt,U,Renegade Rallier,0.02
Aether Revolt,U,Ridgescale Tusker,0.05
Aether Revolt,U,Rogue Refiner,0.25
Aether Revolt,U,Servo Schematic,0.06
Aether Revolt,C,Shock,0.1
Aether Revolt,C,Submerged Boneyard,0.03
Aether Revolt,U,Tezzeret's Simulacrum,0.15
Aether Revolt,U,Thopter Arrest,0.05
Aether Revolt,C,Tranquil Expanse,0.01
Aether Revolt,U,Trophy Mage,0.05
Aether Revolt,U,Winding Constrictor,0.25
Alara Reborn,U,Anathemancer,0.05
Alara Reborn,C,Architects of Will,0.1
Alara Reborn,U,Ardent Plea,0.25
Alara Reborn,C,Bant Sureblade,0.01
Alara Reborn,U,Bituminous Blast,0.01
Alara Reborn,U,Bloodbraid Elf,1.0
Alara Reborn,C,Breath of Malfegor,0.06
Alara Reborn,C,Cerodon Yearling,0.01
Alara Reborn,C,Colossal Might,0.02
Alara Reborn,C,Crystallization,0.06
Alara Reborn,C,Deadshot Minotaur,0.05
Alara Reborn,C,Demonic Dread,0.05
Alara Reborn,U,Etherwrought Page,0.02
Alara Reborn,C,Fieldmist Borderpost,0.05
Alara Reborn,C,Firewild Borderpost,0.05
Alara Reborn,C,Grixis Grimblade,0.02
Alara Reborn,C,Grizzled Leotau,0.05
Alara Reborn,U,Intimidation Bolt,0.06
Alara Reborn,C,Jhessian Zombies,0.01
Alara Reborn,C,Jund Hackblade,0.01
Alara Reborn,U,Lorescale Coatl,0.01
Alara Reborn,U,Mage Slayer,0.25
Alara Reborn,U,Mask of Riddles,0.05
Alara Reborn,U,Mind Funeral,2.0
Alara Reborn,C,Mistvein Borderpost,0.02
Alara Reborn,C,Monstrous Carabid,0.05
Alara Reborn,C,Pale Recluse,0.01
Alara Reborn,C,Putrid Leech,0.01
Alara Reborn,C,Qasali Pridemage,0.35
Alara Reborn,U,Reborn Hope,0.05
Alara Reborn,U,Sigil Captain,0.06
